configuration,Nxy,Nz,dx_um,padding,window_um,illumination_NA,theta_deg,phi_deg,continuous_born_scalar,continuous_rytov_scalar,continuous_born_co,continuous_rytov_co,continuous_born_full,continuous_rytov_full,scalar_co,scalar_full,polarization_leakage,voxel_born_scalar,voxel_rytov_scalar,voxel_born_co,voxel_rytov_co,voxel_born_full,voxel_rytov_full,voxel_born_continuous_gap,voxel_rytov_continuous_gap,scalar_norm2,co_norm2,vector_norm2,max_abs_rytov_phase,voxel_volume_error,voxel_seconds
baseline,256,80,0.1,2,25.6,0.5,21.9887681072876,0,0.936108331936266,0.112013238760847,0.936475174756651,0.111943219246186,0.936537860423984,0.116076590429064,0.0069446320985584,0.0316643789011684,0.0308941905120441,0.918924918764221,0.107618547809612,0.919256831232146,0.107390717909638,0.919337277640794,0.111696955375404,0.0295031676313239,0.0339748643993317,5932.07727298702,5922.42756484027,5928.0856321438,2.42863549365172,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.05,2.14579781294776,45,0.89083968400485,0.0990384557538773,0.891227673349137,0.0988352496439654,0.891333376877932,0.103321870822503,0.00734339471136027,0.0311420269233076,0.0302646623639834,0.880604391384638,0.0855087667388928,0.880954685817182,0.0850031249745311,0.881071085031557,0.0901934743738152,0.0212694501902604,0.0254407371856819,5383.49948474625,5374.75825445866,5379.68577650519,2.34861420804962,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.1,4.294612721817,45,0.892140925747604,0.0994093472060225,0.892519649835722,0.0992095471457312,0.892624101040099,0.103683125810672,0.00733013160678985,0.0311506075496014,0.0302767035069422,0.882226085393788,0.0902218895104894,0.882575003981684,0.0898282453529177,0.882689798237277,0.0947543964848143,0.0180645386004902,0.0212462869509194,5398.44728687116,5389.72403702322,5394.66921579281,2.33192548460504,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.15,6.44950021830543,45,0.894253257382638,0.100015848000775,0.894637169246428,0.0998220064791153,0.894739541657369,0.104273327837227,0.00730867873214599,0.0311609599859662,0.0302925347188158,0.882267159597528,0.0908134256505958,0.8826174534158,0.0904038879986375,0.882732323269915,0.0953047789888653,0.0214563012598458,0.0250882322086272,5423.79863297148,5415.00715196083,5419.98073039385,2.28784250713663,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.2,8.61359395458848,45,0.897281092481659,0.100847405323384,0.897662379014216,0.100658708733895,0.89776173209652,0.105078069009993,0.00725421296085556,0.0311625887293126,0.0303072873592985,0.881294151364991,0.0882527628596517,0.881629885871527,0.0877469189042145,0.881745903912621,0.0927953726739014,0.0285532614229521,0.0335328881798303,5459.46029121031,5450.63371138765,5455.64489398712,2.24464831322296,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.25,10.7901483426374,45,0.901207739526483,0.10191590491381,0.901588230780048,0.101737827902193,0.90168369111954,0.106117492978533,0.00721242961497648,0.0311741727557208,0.0303291568669955,0.890264668784312,0.101535492624652,0.890626756055033,0.101317639463448,0.890733535043047,0.105715085205172,0.0202603029355268,0.0229936952422144,5506.19329224887,5497.30352895424,5502.36492200554,2.24068695677917,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.3,12.9825856588502,45,0.906078923375228,0.103278141313244,0.906458430508935,0.103105917142931,0.90654905185968,0.107435235392546,0.00714722528498116,0.0311821990653686,0.0303528214762722,0.88682484279465,0.0908087719739621,0.887154194882115,0.0903070255998868,0.887264764236105,0.0952320280311968,0.0335362705790672,0.0392853041567955,5564.50345756502,5555.52708840705,5560.65008069229,2.33847088432376,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.35,15.1945496629494,45,0.911939330838568,0.104969276410325,0.912317667704745,0.104808640253624,0.91240243629431,0.109074296830297,0.00705739797514831,0.0311808504102992,0.03037243013314,0.894071804808848,0.0967007026938378,0.894410889574401,0.0963264767884244,0.89451403744822,0.100958977324832,0.0302053955201603,0.0350398951553202,5635.1290409867,5626.06012055666,5631.25486595472,2.31121051776416,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.4,17.4299682548373,45,0.918849806538141,0.106971588236353,0.91922622368596,0.106814193631669,0.919304152391008,0.111008736619635,0.00697954544434623,0.0311910446428009,0.0304008590902415,0.899240168129551,0.0973146394755122,0.899572161836677,0.0969047640106076,0.899670154140153,0.101518799616786,0.0331360556867204,0.0386077845185972,5719.06580793745,5709.89047724538,5715.17250959488,2.33384170494624,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.45,19.6931284542689,45,0.92687883141289,0.109316232653458,0.927252462169089,0.10917826238193,0.927322414405026,0.113288027562264,0.00688478400289798,0.0311876617427815,0.0304189719471966,0.904085301421742,0.0960789340217181,0.904406091248028,0.0956045242016636,0.904499215546395,0.100285000499986,0.0382426382473631,0.0450477096869532,5817.54129612085,5808.24045240331,5813.6198754178,2.36518057292791,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.5,21.9887681072876,45,0.936106507477187,0.111993849888837,0.936477939511603,0.111879038366448,0.936538810267862,0.115897264297613,0.00678597791611752,0.0311907817822452,0.0304443435346548,0.919336656927718,0.108662392814923,0.919680779368881,0.108437273792068,0.91975847136515,0.112581534046916,0.0287036126403731,0.032994816987561,5932.09694713972,5922.64561516421,5928.14015961198,2.43866320721101,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.05,2.14579781294776,90,0.890839691093233,0.0990419309287884,0.891222768104086,0.098841020080217,0.891328502686638,0.103328464361129,0.00734480157659603,0.0311459724031733,0.030268381370869,0.885258915796119,0.0946306160934229,0.885629095945771,0.0943527427429988,0.885740638606372,0.0990477601044462,0.0109866261957059,0.0129707471641387,5383.49867708059,5374.77586465979,5379.70461505567,2.35356526674819,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.1,4.294612721817,90,0.89214076201342,0.0994081289312072,0.892522756657439,0.0992060727960237,0.892627095456785,0.103675227949181,0.007321309615877,0.0311331475948097,0.030260872239962,0.883332844071588,0.0924967829255654,0.883696287225185,0.0921846386382071,0.883809789986966,0.0969842574377751,0.0161653725673541,0.0189346183286968,5398.44890991447,5389.72095692041,5394.66095794985,2.33982642602243,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.15,6.44950021830543,90,0.894253055674053,0.100011932543118,0.894635778673351,0.0998125317959769,0.894737873379281,0.104252385334861,0.0072916517407122,0.0311167952735813,0.030251205250031,0.883419881852056,0.0929836600210489,0.883781537316249,0.0926685756106569,0.883894878634432,0.0974409648530442,0.0190817561575686,0.0221788256001845,5423.80110947128,5415.03364303576,5419.99367121548,2.29603540613376,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.2,8.61359395458848,90,0.89728027914917,0.100846869254998,0.897662488909138,0.100650365020876,0.897761365428281,0.105049331279498,0.00724344887568713,0.0310893256391742,0.0302345262748963,0.885239044644894,0.0953319878876284,0.885600402698615,0.0950419162156086,0.885711725825961,0.0996937066360853,0.0203956745883256,0.0234926038970993,5459.46934687669,5450.67247998256,5455.659643469,2.23598006173836,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.25,10.7901483426374,90,0.901207743570157,0.101935074818597,0.901589319762102,0.101742648988132,0.901684034053743,0.106088633179491,0.0071672586832326,0.0310483790014461,0.0302105796955961,0.890029923701147,0.100868276882647,0.890395135797896,0.10064308614946,0.890501320479063,0.105035543318764,0.0203983513335403,0.0231181940490654,5506.19448328788,5497.3502439747,5502.37214417166,2.25513168045554,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.3,12.9825856588502,90,0.906079561780567,0.103273550277108,0.906460561446668,0.103085420755044,0.906550152782754,0.107367445596964,0.00707290124290397,0.0309971602235677,0.0301801851507314,0.891954297303058,0.0996036585612522,0.892313973994444,0.0993477190839984,0.892417971602098,0.103787392610121,0.023760651084565,0.0271799528865258,5564.49633555433,5555.59576062221,5560.66065265453,2.33914195264872,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.35,15.1945496629494,90,0.911939353177066,0.104963913186266,0.912318963462881,0.104784358499397,0.912402447957365,0.108987661525416,0.00696854787065027,0.030936071117025,0.0301417311257077,0.895231815707159,0.0986958664469303,0.895584362941148,0.0983955153127344,0.895684751496646,0.102865958183635,0.0278765127069499,0.0321401503571382,5635.1294517746,5626.16198753526,5631.27813862289,2.30778555422112,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.4,17.4299682548373,90,0.918850058748456,0.106978868346516,0.919228838439178,0.106797551293886,0.919305236428162,0.110911995169535,0.00686362353233405,0.0308732074711281,0.0301013005827402,0.900462383338676,0.0993191529690181,0.900811675023642,0.0989961113841516,0.900906491390598,0.103428422071423,0.0305458623372396,0.0354303256355368,5719.06339384345,5710.01289059777,5715.19135860161,2.34449032624053,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.45,19.6931284542689,90,0.926877229824965,0.109318600143538,0.927254724956588,0.109146910328861,0.927323001326304,0.113161224522463,0.00674795674641345,0.03080045541394,0.030052857757999,0.907493341141636,0.101785083536916,0.90784117685596,0.101475573436901,0.90792863291412,0.105788307551877,0.0314578344400999,0.0365864828447048,5817.56225691597,5808.41489617097,5813.66564933834,2.36465236651851,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.5,21.9887681072876,90,0.936108331936268,0.112013238760848,0.936483716986239,0.111851207524447,0.936542735650128,0.115750547965568,0.00659673582923785,0.0306955763944234,0.0299790026020051,0.918924918764224,0.107618547809612,0.919276682798953,0.107367811166902,0.919352414344182,0.111428124491979,0.0295031676313239,0.0339748643993317,5932.07727298701,5922.83239296852,5928.16027126989,2.42863549365172,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.05,2.14579781294776,135,0.89083968400485,0.0990384563563702,0.891227673349137,0.0988352507900592,0.891333376877933,0.103321871917824,0.00734339471136025,0.0311420269233076,0.0302646623639834,0.880604391384638,0.085508766982621,0.880954685817182,0.0850031266040099,0.881071085031557,0.0901934759081154,0.0212694501902604,0.0254407387870369,5383.49948474625,5374.75825445866,5379.68577650519,2.34861420804962,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.1,4.294612721817,135,0.892140925747604,0.0994093413800896,0.892519649835722,0.0992095361560208,0.8926241010401,0.103683115304769,0.00733013160678982,0.0311506075496014,0.0302767035069422,0.882226085393788,0.0902218762435969,0.882575003981684,0.089828229740776,0.882689798237277,0.0947543816978933,0.0180645386004902,0.0212462818332615,5398.44728687116,5389.72403702321,5394.66921579281,2.33192548460504,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.15,6.44950021830543,135,0.894253257382638,0.10001584906857,0.894637169246428,0.0998220108589178,0.894739541657367,0.104273332026212,0.007308678732146,0.0311609599859662,0.0302925347188158,0.882267159597529,0.0908134266312639,0.882617453415801,0.0904038935163938,0.882732323269915,0.0953047842180774,0.0214563012598458,0.0250882318560635,5423.79863297147,5415.00715196083,5419.98073039385,2.28784250713663,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.2,8.61359395458848,135,0.89728109248166,0.100847397646603,0.897662379014216,0.10065870777101,0.897761732096519,0.105078068088452,0.00725421296085557,0.0311625887293126,0.0303072873592985,0.881294151364991,0.0882527564735167,0.881629885871526,0.0877469198601148,0.881745903912621,0.0927953735769661,0.0285532614229521,0.0335328847526431,5459.46029121031,5450.63371138765,5455.64489398712,2.24464831322295,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.25,10.7901483426374,135,0.901207739526483,0.101915907233226,0.901588230780048,0.101737821666571,0.90168369111954,0.106117487005765,0.0072124296149765,0.0311741727557208,0.0303291568669955,0.890264668784313,0.101535489240672,0.890626756055033,0.10131763629116,0.890733535043047,0.105715082167638,0.0202603029355267,0.0229937002860039,5506.19329224887,5497.30352895424,5502.36492200554,2.24068695677917,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.3,12.9825856588502,135,0.906078923375228,0.103278138711657,0.906458430508935,0.103105910413479,0.90654905185968,0.107435228940221,0.00714722528498116,0.0311821990653687,0.0303528214762722,0.886824842794649,0.0908087713741644,0.887154194882115,0.0903070236769203,0.887264764236106,0.0952320262093583,0.0335362705790671,0.03928530674895,5564.50345756503,5555.52708840705,5560.65008069229,2.33847088432376,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.35,15.1945496629494,135,0.911939330838568,0.104969276004259,0.912317667704745,0.10480863990555,0.912402436294311,0.109074296496143,0.00705739797514828,0.0311808504102992,0.0303724301331401,0.894071804808848,0.0967006998351284,0.894410889574401,0.0963264750627705,0.89451403744822,0.100958975679879,0.0302053955201603,0.0350398966019021,5635.1290409867,5626.06012055666,5631.25486595472,2.31121051776416,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.4,17.4299682548373,135,0.918849806538141,0.106971580273278,0.919226223685961,0.106814200088491,0.919304152391008,0.11100874282674,0.00697954544434622,0.0311910446428009,0.0304008590902416,0.89924016812955,0.0973146193225092,0.899572161836677,0.096904765159976,0.899670154140152,0.101518800712902,0.0331360556867204,0.038607791050127,5719.06580793745,5709.89047724538,5715.17250959488,2.33384170494624,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.45,19.6931284542689,135,0.926878831412889,0.109316238338193,0.927252462169089,0.109178269516741,0.927322414405026,0.113288034431882,0.00688478400289796,0.0311876617427815,0.0304189719471966,0.904085301421742,0.096078940922916,0.904406091248027,0.0956045319289784,0.904499215546394,0.100285007859837,0.0382426382473629,0.0450477032218492,5817.54129612085,5808.24045240331,5813.61987541781,2.36518057292791,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.5,21.9887681072876,135,0.936106507477187,0.111993850088605,0.936477939511604,0.111879038445192,0.93653881026786,0.115897264373557,0.00678597791611753,0.0311907817822451,0.0304443435346548,0.919336656927719,0.108662393031716,0.919680779368881,0.108437273949389,0.91975847136515,0.112581534198306,0.0287036126403731,0.0329948182572871,5932.09694713971,5922.64561516421,5928.14015961198,2.43866320721101,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.05,2.14579781294776,180,0.890839691093235,0.0990419354642403,0.891232244757026,0.0988382734321616,0.891337965248847,0.103325661450756,0.00730832140221004,0.0311368014155844,0.0302677678896998,0.88525891579612,0.094630632594397,0.885632620250864,0.0943354790282085,0.885744154718159,0.0990311440869707,0.0109866261957059,0.0129707476944016,5383.49867708059,5374.73696088657,5379.66547563502,2.35356526674819,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.1,4.294612721817,180,0.892140762013416,0.0994081287497663,0.892516191439903,0.099211141918489,0.892620774858693,0.103690040990149,0.00733468576827947,0.0311697931337183,0.0302953422913235,0.883332844071586,0.0924967822062685,0.883677842683852,0.0921239375009679,0.883791623458145,0.0969372908434426,0.0161653725673541,0.0189346310199066,5398.44890991447,5389.72883446309,5394.68011375875,2.33982642602243,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.15,6.44950021830543,180,0.894253055674056,0.100011928648248,0.894638327830557,0.0998223256365349,0.894740986688178,0.10428587338215,0.00733354793357042,0.0312081338423068,0.0303350652332106,0.883419881852058,0.0929836774862871,0.883770853859458,0.0925862835137954,0.883884835607064,0.0973886429833132,0.0190817561575686,0.0221788298518902,5423.80110947128,5414.98430936307,5419.97185517399,2.29603540613376,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.2,8.61359395458848,180,0.897280279149172,0.10084686444744,0.897661084580048,0.100668730117872,0.89776093953588,0.105109453323913,0.00730681899259844,0.0312489959394959,0.0303835388089055,0.885239044644896,0.09533202381261,0.885587866801883,0.0949872756010996,0.885700303050336,0.099686572187655,0.0203956745883256,0.0234926216772308,5459.46934687669,5450.60759957119,5455.64402880612,2.23598006173836,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.25,10.7901483426374,180,0.901207743570153,0.101935074950696,0.901587417428869,0.10176764410454,0.901683612419424,0.106179012279339,0.00726673178391929,0.0312999295505464,0.0304455110961461,0.890029923701145,0.100868276625471,0.890384918453155,0.10061231719872,0.890492771644406,0.105073233337873,0.0203983513335404,0.0231182046367411,5506.19448328788,5497.26000056563,5502.36029869778,2.25513168045554,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.3,12.9825856588502,180,0.906079561780561,0.103273558417209,0.906457364326219,0.103118309918443,0.906548976529399,0.107493436402599,0.00721289612180776,0.0313581555273614,0.0305181339902514,0.891954297303057,0.0996036435346158,0.89230042021415,0.0992961909420165,0.892406774028716,0.103835962512521,0.023760651084565,0.0271798968172577,5564.49633555433,5555.44891497986,5560.62784187695,2.33914195264873,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.35,15.1945496629494,180,0.911939353177068,0.104963917710239,0.912316509304121,0.104820427094964,0.912402559640564,0.109148769220909,0.00714973168834423,0.0314243764578489,0.0306009908519425,0.89523181570716,0.098695845892139,0.895567740639389,0.0983229099884034,0.895671228982104,0.102930862824675,0.0278765127069501,0.0321401955045243,5635.1294517746,5625.95913719421,5631.23233939178,2.30778555422112,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.4,17.4299682548373,180,0.91885005874846,0.106978870723224,0.919223918643998,0.106846519306181,0.9193033682279,0.111119954083872,0.0070845504832221,0.0315018356297027,0.0306956362277112,0.900462383338675,0.0993192608663089,0.900790892713658,0.0989258283417878,0.900889511898374,0.103534152385443,0.0305458623372396,0.0354305570812593,5719.06339384345,5709.76520197265,5715.15014264715,2.34449032624053,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.45,19.6931284542689,180,0.926877229824964,0.109318612715992,0.927247508795173,0.109210204981033,0.927319212103834,0.113419432555267,0.00701819610995534,0.0315851031018597,0.0307962721013929,0.907493341141635,0.101785099694619,0.907821269617412,0.101448185323991,0.907913126644197,0.105973505619463,0.0314578344401,0.0365864739394262,5817.56225691597,5808.0976224066,5813.61131169284,2.36465236651851,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.5,21.9887681072876,180,0.936108331936265,0.112013226716907,0.936475174756652,0.111943210916087,0.936537860423984,0.116076582403258,0.00694463209855842,0.0316643789011684,0.0308941905120441,0.91892491876422,0.1076186504514,0.919256831232145,0.107390825511517,0.919337277640793,0.111697058730186,0.029503167631324,0.0339749971437529,5932.07727298702,5922.42756484027,5928.0856321438,2.42863549365172,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.05,2.14579781294776,225,0.89083968400485,0.0990384569648753,0.891227673349139,0.0988352515844218,0.891333376877929,0.103321872676997,0.00734339471136025,0.0311420269233075,0.0302646623639833,0.880604391384637,0.0855087673315559,0.880954685817179,0.0850031271701741,0.881071085031555,0.0901934764412106,0.0212694501902603,0.025440740608467,5383.49948474625,5374.75825445866,5379.6857765052,2.34861420804962,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.1,4.294612721817,225,0.892140925747605,0.0994093354523971,0.892519649835724,0.0992095298956184,0.892624101040097,0.103683109319975,0.00733013160678986,0.0311506075496014,0.0302767035069422,0.882226085393794,0.0902218629060427,0.882575003981685,0.0898282158482058,0.882689798237276,0.0947543685396514,0.0180645386004902,0.0212462767018283,5398.44728687117,5389.72403702321,5394.66921579281,2.33192548460504,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.15,6.44950021830543,225,0.894253257382636,0.100015850141527,0.894637169246429,0.0998220114846076,0.894739541657359,0.104273332624642,0.00730867873214591,0.031160959985966,0.0302925347188157,0.882267159597531,0.0908134276322369,0.882617453415794,0.0904038938767566,0.882732323269908,0.0953047845595951,0.0214563012598468,0.0250882315522724,5423.79863297147,5415.00715196084,5419.98073039385,2.28784250713663,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.2,8.61359395458848,225,0.897281092481657,0.100847390779158,0.897662379014216,0.100658704316361,0.89776173209652,0.105078064782139,0.00725421296085551,0.0311625887293128,0.0303072873592987,0.881294151364978,0.0882527503457584,0.881629885871523,0.0877469176302088,0.88174590391262,0.0927953714703138,0.0285532614229523,0.0335328814471671,5459.46029121033,5450.63371138766,5455.64489398712,2.24464831322295,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.25,10.7901483426374,225,0.901207739526476,0.101915909501755,0.901588230780056,0.101737819858877,0.901683691119535,0.106117485274271,0.00721242961497648,0.0311741727557208,0.0303291568669953,0.890264668784304,0.101535481857541,0.890626756055039,0.101317624486923,0.890733535043046,0.10571507086483,0.0202603029355269,0.022993696684876,5506.19329224887,5497.30352895424,5502.36492200555,2.24068695677917,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.3,12.9825856588502,225,0.906078923375233,0.103278136074352,0.906458430508932,0.103105905011093,0.906549051859678,0.10743522376031,0.00714722528498113,0.0311821990653684,0.030352821476272,0.886824842794652,0.0908087706378536,0.887154194882115,0.0903070219145544,0.887264764236098,0.0952320245396741,0.0335362705790672,0.0392853096792105,5564.50345756502,5555.52708840706,5560.65008069227,2.33847088432376,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.35,15.1945496629494,225,0.911939330838574,0.104969275584587,0.912317667704748,0.10480864008932,0.912402436294308,0.109074296672561,0.00705739797514832,0.0311808504102988,0.0303724301331399,0.894071804808851,0.0967006969917983,0.894410889574401,0.0963264727508156,0.894514037448214,0.100958973476042,0.0302053955201607,0.0350398980814409,5635.1290409867,5626.06012055667,5631.25486595472,2.31121051776416,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.4,17.4299682548373,225,0.918849806538144,0.106971573126274,0.919226223685959,0.106814194925396,0.91930415239101,0.111008737863327,0.00697954544434623,0.0311910446428012,0.0304008590902417,0.899240168129553,0.0973145887488572,0.899572161836676,0.0969047388509127,0.899670154140155,0.101518775622797,0.0331360556867204,0.0386077750888313,5719.06580793746,5709.89047724538,5715.17250959488,2.33384170494624,-0.000936675729245162,1.26680833333333
baseline,256,80,0.1,2,25.6,0.45,19.6931284542689,225,0.926878831412892,0.109316244094609,0.927252462169094,0.109178276016343,0.927322414405026,0.113288040689902,0.00688478400289793,0.0311876617427816,0.0304189719471966,0.904085301421743,0.0960789485533982,0.90440609124803,0.0956045390470108,0.904499215546403,0.10028501463938,0.038242638247363,0.0450476959796323,5817.54129612087,5808.24045240331,5813.61987541781,2.36518057292791,-0.000936675729245162,1.26680833333333
